b'Name of the Restaurants',Country code,City,Day of week,Start time hour,Start time minute,End time hour,End time minute
b'Carrie Nation Restaurant & Cocktail Club',US,Boston,6,16,0,0,0
b'Carrots + Daikon',GB,London,0,12,0,15,30
b'Carrots + Daikon',GB,London,0,18,0,21,0
b'Carrots + Daikon',GB,London,1,12,0,15,30
b'Carrots + Daikon',GB,London,1,18,0,21,0
b'Carrots + Daikon',GB,London,2,12,0,15,30
b'Carrots + Daikon',GB,London,2,18,0,21,0
b'Carrots + Daikon',GB,London,3,12,0,15,30
b'Carrots + Daikon',GB,London,3,18,0,21,0
b'Carrots + Daikon',GB,London,4,12,0,15,30
b'Carrots + Daikon',GB,London,4,18,0,21,0
b'Carrots + Daikon',GB,London,5,12,0,21,0
b'Cart-Driver',US,Denver,0,12,0,0,0
b'Cart-Driver',US,Denver,1,12,0,0,0
b'Cart-Driver',US,Denver,2,12,0,0,0
b'Cart-Driver',US,Denver,3,12,0,0,0
b'Cart-Driver',US,Denver,4,12,0,0,0
b'Cart-Driver',US,Denver,5,12,0,0,0
b'Cart-Driver',US,Denver,6,12,0,0,0
b'Carving Room',US,Washington,0,11,0,0,0
b'Carving Room',US,Washington,1,11,0,0,0
b'Carving Room',US,Washington,2,11,0,0,0
b'Carving Room',US,Washington,3,11,0,0,0
b'Carving Room',US,Washington,4,11,0,1,0
b'Carving Room',US,Washington,5,11,0,1,0
b'Carving Room',US,Washington,6,11,0,22,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,0,12,0,15,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,0,17,30,23,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,1,12,0,15,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,1,17,30,23,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,2,12,0,15,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,2,17,30,23,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,3,12,0,15,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,3,17,30,23,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,4,12,0,15,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,4,17,30,23,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,5,12,0,15,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,5,17,30,23,0
b'Casa Asturiana Spanish Restaurant',AU,Sydney,6,12,0,22,0
b'Casa di Nico Italian Restaurant',AU,Sydney,0,9,0,22,30
b'Casa di Nico Italian Restaurant',AU,Sydney,1,9,0,22,30
b'Casa di Nico Italian Restaurant',AU,Sydney,2,9,0,22,30
b'Casa di Nico Italian Restaurant',AU,Sydney,3,9,0,22,30
b'Casa di Nico Italian Restaurant',AU,Sydney,4,9,0,22,30
b'Casa di Nico Italian Restaurant',AU,Sydney,5,9,0,0,0
b'Casa di Nico Italian Restaurant',AU,Sydney,6,9,0,0,0
b'Casa Italia',GB,Liverpool,0,12,0,22,0
b'Casa Italia',GB,Liverpool,1,12,0,22,0
b'Casa Italia',GB,Liverpool,2,12,0,22,0
b'Casa Italia',GB,Liverpool,3,12,0,22,0
b'Casa Italia',GB,Liverpool,4,12,0,22,0
b'Casa Italia',GB,Liverpool,5,12,0,22,0
b'Casa Italia',GB,Liverpool,6,12,0,20,0
b'Casa Mexicana - El Compa',AU,Perth,1,12,0,15,0
b'Casa Mexicana - El Compa',AU,Perth,1,18,0,0,0
b'Casa Mexicana - El Compa',AU,Perth,2,12,0,15,0
b'Casa Mexicana - El Compa',AU,Perth,2,18,0,0,0
b'Casa Mexicana - El Compa',AU,Perth,3,12,0,15,0
b'Casa Mexicana - El Compa',AU,Perth,3,18,0,0,0
b'Casa Mexicana - El Compa',AU,Perth,4,12,0,15,0
b'Casa Mexicana - El Compa',AU,Perth,4,18,0,0,0
b'Casa Mexicana - El Compa',AU,Perth,5,18,0,0,0
b'Casa Razdora',US,Boston,0,11,0,16,0
b'Casa Razdora',US,Boston,1,11,0,16,0
b'Casa Razdora',US,Boston,2,11,0,16,0
b'Casa Razdora',US,Boston,3,11,0,17,0
b'Casa Razdora',US,Boston,4,11,0,17,0
b'Casa Ristorante Italiano',AU,Sydney,0,11,0,0,0
b'Casa Ristorante Italiano',AU,Sydney,1,11,0,0,0
b'Casa Ristorante Italiano',AU,Sydney,2,11,0,0,0
b'Casa Ristorante Italiano',AU,Sydney,3,11,0,0,0
b'Casa Ristorante Italiano',AU,Sydney,4,11,0,0,0
b'Casa Ristorante Italiano',AU,Sydney,5,20,0,0,0
b'Casa Ristorante Italiano',AU,Sydney,6,20,0,0,0
b'Casanova',US,Las Vegas,0,8,0,23,0
b'Casanova',US,Las Vegas,1,8,0,23,0
b'Casanova',US,Las Vegas,2,8,0,23,0
b'Casanova',US,Las Vegas,3,8,0,23,0
b'Casanova',US,Las Vegas,4,8,0,0,0
b'Casanova',US,Las Vegas,5,8,0,0,0
b'Casanova',US,Las Vegas,6,8,0,23,0
b'Casarez',US,Houston,0,8,0,22,0
b'Casarez',US,Houston,1,8,0,22,0
b'Casarez',US,Houston,2,8,0,22,0
b'Casarez',US,Houston,3,8,0,22,0
b'Casarez',US,Houston,4,8,0,23,0
b'Casarez',US,Houston,5,8,0,23,0
b'Casarez',US,Houston,6,8,0,22,0
b'Cask & Trotter',US,Seattle,0,11,0,23,0
b'Cask & Trotter',US,Seattle,1,11,0,23,0
b'Cask & Trotter',US,Seattle,2,11,0,23,0
b'Cask & Trotter',US,Seattle,3,11,0,0,0
b'Cask & Trotter',US,Seattle,4,11,0,1,0
b'Cask & Trotter',US,Seattle,5,11,0,1,0
b'Cask & Trotter',US,Seattle,6,10,0,22,0
b'Cask Bar & Kitchen',US,New York,0,16,0,2,0
b'Cask Bar & Kitchen',US,New York,1,16,0,2,0
b'Cask Bar & Kitchen',US,New York,2,16,0,2,0
b'Cask Bar & Kitchen',US,New York,3,16,0,4,0
b'Cask Bar & Kitchen',US,New York,4,16,0,4,0
b'Cask Bar & Kitchen',US,New York,5,11,30,4,0
b'Cask Bar & Kitchen',US,New York,6,11,30,2,0
b'Caspian Village',US,San Jose,0,11,0,21,0
b'Caspian Village',US,San Jose,1,11,0,21,0
b'Caspian Village',US,San Jose,2,11,0,21,0
b'Caspian Village',US,San Jose,3,11,0,21,0
b'Caspian Village',US,San Jose,4,11,0,21,0
b'Caspian Village',US,San Jose,5,11,0,21,0
b'Caspian Village',US,San Jose,6,16,30,21,0
b'Cass Cafe',US,Detroit,0,11,0,1,0
b'Cass Cafe',US,Detroit,1,11,0,1,0
b'Cass Cafe',US,Detroit,2,11,0,1,0
b'Cass Cafe',US,Detroit,3,11,0,1,0
b'Cass Cafe',US,Detroit,4,11,0,1,0
b'Cass Cafe',US,Detroit,5,11,0,1,0
b'Cass Cafe',US,Detroit,6,17,0,0,0
b'Castro Cafe',AU,Perth,0,6,30,16,0
b'Castro Cafe',AU,Perth,1,6,30,16,0
b'Castro Cafe',AU,Perth,2,6,30,16,0
b'Castro Cafe',AU,Perth,3,6,30,16,0
b'Castro Cafe',AU,Perth,4,6,30,16,0
b'Cat Cafe Melbourne',AU,Melbourne,0,10,0,13,0
b'Cat Cafe Melbourne',AU,Melbourne,0,14,0,18,0
b'Cat Cafe Melbourne',AU,Melbourne,1,10,0,13,0
b'Cat Cafe Melbourne',AU,Melbourne,1,14,0,18,0
b'Cat Cafe Melbourne',AU,Melbourne,2,10,0,13,0
b'Cat Cafe Melbourne',AU,Melbourne,2,14,0,18,0
b'Cat Cafe Melbourne',AU,Melbourne,3,10,0,13,0
b'Cat Cafe Melbourne',AU,Melbourne,3,14,0,19,0
b'Cat Cafe Melbourne',AU,Melbourne,4,10,0,13,0
b'Cat Cafe Melbourne',AU,Melbourne,4,14,0,19,0
b'Cat Cafe Melbourne',AU,Melbourne,5,10,0,13,0
b'Cat Cafe Melbourne',AU,Melbourne,5,14,0,19,0
b'Cat Cafe Melbourne',AU,Melbourne,6,10,0,13,0
b'Cat Cafe Melbourne',AU,Melbourne,6,14,0,18,0
"b""CatHead's BBQ""",US,San Francisco,0,11,0,21,0
"b""CatHead's BBQ""",US,San Francisco,2,11,0,21,0
"b""CatHead's BBQ""",US,San Francisco,3,11,0,21,0
"b""CatHead's BBQ""",US,San Francisco,4,11,0,21,0
"b""CatHead's BBQ""",US,San Francisco,5,11,0,21,0
"b""CatHead's BBQ""",US,San Francisco,6,11,0,21,0
b'CAU - Glasgow',GB,Glasgow,0,10,0,23,0
b'CAU - Glasgow',GB,Glasgow,1,10,0,23,0
b'CAU - Glasgow',GB,Glasgow,2,10,0,23,0
b'CAU - Glasgow',GB,Glasgow,3,10,0,23,0
b'CAU - Glasgow',GB,Glasgow,4,10,0,23,0
b'CAU - Glasgow',GB,Glasgow,5,9,0,22,30
b'CAU - Glasgow',GB,Glasgow,6,9,0,22,30
b'Cava Grill',US,Washington,0,11,0,22,0
b'Cava Grill',US,Washington,1,11,0,22,0
b'Cava Grill',US,Washington,2,11,0,22,0
b'Cava Grill',US,Washington,3,11,0,22,0
b'Cava Grill',US,Washington,4,11,0,22,0
b'Cava Grill',US,Washington,5,11,0,22,0
b'Cava Grill',US,Washington,6,11,0,22,0
b'Cava Grill',US,Washington,0,11,0,22,0
b'Cava Grill',US,Washington,1,11,0,22,0
b'Cava Grill',US,Washington,2,11,0,22,0
b'Cava Grill',US,Washington,3,11,0,22,0
b'Cava Grill',US,Washington,4,11,0,22,0
b'Cava Grill',US,Washington,5,11,0,22,0
b'Cava Grill',US,Washington,6,11,0,22,0
b'Cava Grill',US,Washington,0,11,0,22,0
b'Cava Grill',US,Washington,1,11,0,22,0
b'Cava Grill',US,Washington,2,11,0,22,0
b'Cava Grill',US,Washington,3,11,0,22,0
b'Cava Grill',US,Washington,4,11,0,22,0
b'Cava Grill',US,Washington,5,11,0,22,0
b'Cava Grill',US,Washington,6,11,0,22,0
b'Cava Mezze',US,Washington,0,17,0,21,30
b'Cava Mezze',US,Washington,1,11,30,14,30
b'Cava Mezze',US,Washington,1,17,0,21,30
b'Cava Mezze',US,Washington,2,11,30,14,30
b'Cava Mezze',US,Washington,2,17,0,21,30
b'Cava Mezze',US,Washington,3,11,30,14,30
b'Cava Mezze',US,Washington,3,17,0,21,30
b'Cava Mezze',US,Washington,4,11,30,14,30
b'Cava Mezze',US,Washington,4,17,0,22,30
b'Cava Mezze',US,Washington,5,11,30,22,30
b'Cava Mezze',US,Washington,6,11,30,21,30
b'Caxton Grill',GB,London,0,11,30,23,0
b'Caxton Grill',GB,London,1,11,30,23,0
b'Caxton Grill',GB,London,2,11,30,23,0
b'Caxton Grill',GB,London,3,11,30,23,0
b'Caxton Grill',GB,London,4,11,30,23,0
b'Caxton Grill',GB,London,5,11,30,23,0
b'Caxton Grill',GB,London,6,11,30,23,0
b'CBD Kebabs',AU,Melbourne,0,11,0,2,0
b'CBD Kebabs',AU,Melbourne,1,11,0,2,0
b'CBD Kebabs',AU,Melbourne,2,11,0,2,0
b'CBD Kebabs',AU,Melbourne,3,11,0,2,0
b'CBD Kebabs',AU,Melbourne,4,11,0,5,0
b'CBD Kebabs',AU,Melbourne,5,11,0,5,0
b'CBD Kebabs',AU,Melbourne,6,11,0,2,0
b'CBD Restaurant & Bar',AU,Perth,0,6,0,10,0
b'CBD Restaurant & Bar',AU,Perth,0,11,0,0,0
b'CBD Restaurant & Bar',AU,Perth,1,6,0,10,0
b'CBD Restaurant & Bar',AU,Perth,1,11,0,0,0
b'CBD Restaurant & Bar',AU,Perth,2,6,0,10,0
b'CBD Restaurant & Bar',AU,Perth,2,11,0,0,0
b'CBD Restaurant & Bar',AU,Perth,3,6,0,10,0
b'CBD Restaurant & Bar',AU,Perth,3,11,0,0,0
b'CBD Restaurant & Bar',AU,Perth,4,6,0,10,0
b'CBD Restaurant & Bar',AU,Perth,4,11,0,0,0
b'CBD Restaurant & Bar',AU,Perth,5,7,0,0,0
b'CBD Restaurant & Bar',AU,Perth,6,7,0,22,0
"b""Cecchi's""",AU,Inglewood,1,18,0,23,0
"b""Cecchi's""",AU,Inglewood,2,7,30,15,0
"b""Cecchi's""",AU,Inglewood,2,18,0,23,0
"b""Cecchi's""",AU,Inglewood,3,7,30,15,0
"b""Cecchi's""",AU,Inglewood,3,18,0,23,0
"b""Cecchi's""",AU,Inglewood,4,7,30,15,0
"b""Cecchi's""",AU,Inglewood,4,18,0,23,0
"b""Cecchi's""",AU,Inglewood,5,7,30,15,0
"b""Cecchi's""",AU,Inglewood,5,18,0,23,0
"b""Cecchi's""",AU,Inglewood,6,7,30,15,0
"b""Cecconi's Flinders Lane""",AU,Melbourne,0,9,0,23,30
"b""Cecconi's Flinders Lane""",AU,Melbourne,1,9,0,23,30
"b""Cecconi's Flinders Lane""",AU,Melbourne,2,9,0,23,30
"b""Cecconi's Flinders Lane""",AU,Melbourne,3,9,0,23,30
"b""Cecconi's Flinders Lane""",AU,Melbourne,4,9,0,23,30
"b""Cecconi's Flinders Lane""",AU,Melbourne,5,18,0,23,30
"b""Cecconi's""",GB,London,0,7,0,23,30
"b""Cecconi's""",GB,London,1,7,0,23,30
"b""Cecconi's""",GB,London,2,7,0,23,30
"b""Cecconi's""",GB,London,3,7,0,23,30
"b""Cecconi's""",GB,London,4,7,0,23,30
"b""Cecconi's""",GB,London,5,12,0,23,30
"b""Cecconi's""",GB,London,6,12,0,22,30
b'Cedar',US,Washington,0,16,0,22,0
b'Cedar',US,Washington,1,16,0,22,0
b'Cedar',US,Washington,2,16,0,22,0
b'Cedar',US,Washington,3,16,0,22,0
b'Cedar',US,Washington,4,16,0,22,0
b'Cedar',US,Washington,5,11,0,22,0
b'Cedar',US,Washington,6,10,0,15,0
"b""Celino's""",GB,Glasgow,0,8,30,22,0
"b""Celino's""",GB,Glasgow,1,8,30,22,0
"b""Celino's""",GB,Glasgow,2,8,30,22,0
"b""Celino's""",GB,Glasgow,3,8,30,22,30
"b""Celino's""",GB,Glasgow,4,8,30,22,30
"b""Celino's""",GB,Glasgow,5,8,30,22,30
"b""Celino's""",GB,Glasgow,6,10,0,22,0
b'Cellar Bar',AU,Melbourne,0,7,30,0,0
b'Cellar Bar',AU,Melbourne,1,7,30,0,0
b'Cellar Bar',AU,Melbourne,2,7,30,0,0
b'Cellar Bar',AU,Melbourne,3,7,30,0,0
b'Cellar Bar',AU,Melbourne,4,7,30,0,0
b'Cellar Bar',AU,Melbourne,5,7,30,0,0
b'Cellar Door Provisions',US,Chicago,2,8,0,15,0
b'Cellar Door Provisions',US,Chicago,3,8,0,15,0
b'Cellar Door Provisions',US,Chicago,4,8,0,15,0
b'Cellar Door Provisions',US,Chicago,5,8,0,15,0
b'Cellar Door Provisions',US,Chicago,6,8,0,15,0
b'Celsius Coffee Co',AU,Sydney,0,7,30,14,30
b'Celsius Coffee Co',AU,Sydney,1,7,30,14,30
b'Celsius Coffee Co',AU,Sydney,2,7,30,14,30
b'Celsius Coffee Co',AU,Sydney,3,7,30,14,30
b'Celsius Coffee Co',AU,Sydney,4,7,30,14,30
b'Celsius Coffee Co',AU,Sydney,5,8,0,15,0
b'Celsius Coffee Co',AU,Sydney,6,8,0,15,0
b'Centaur Bar',US,Detroit,0,16,0,2,0
b'Centaur Bar',US,Detroit,1,16,0,2,0
b'Centaur Bar',US,Detroit,2,16,0,2,0
b'Centaur Bar',US,Detroit,3,16,0,2,0
b'Centaur Bar',US,Detroit,4,16,0,2,0
b'Centaur Bar',US,Detroit,5,16,0,2,0
b'Centaur Bar',US,Detroit,6,16,0,2,0
b'Central Bistro & Bar',US,Denver,1,11,0,22,0
b'Central Bistro & Bar',US,Denver,2,11,0,22,0
b'Central Bistro & Bar',US,Denver,3,11,0,22,0
b'Central Bistro & Bar',US,Denver,4,11,0,22,0
b'Central Bistro & Bar',US,Denver,5,10,0,22,0
b'Central Bistro & Bar',US,Denver,6,10,0,21,0
b'Central Kitchen + Bar',US,Detroit,0,11,0,23,0
b'Central Kitchen + Bar',US,Detroit,1,11,0,23,0
b'Central Kitchen + Bar',US,Detroit,2,11,0,23,0
b'Central Kitchen + Bar',US,Detroit,3,11,0,1,0
b'Central Kitchen + Bar',US,Detroit,4,11,0,1,0
b'Central Kitchen + Bar',US,Detroit,5,11,0,1,0
b'Central Kitchen + Bar',US,Detroit,6,10,0,15,0
b'Centro Espresso Caffe',AU,Melbourne,0,6,30,16,30
b'Centro Espresso Caffe',AU,Melbourne,1,6,30,16,30
b'Centro Espresso Caffe',AU,Melbourne,2,6,30,16,30
b'Centro Espresso Caffe',AU,Melbourne,3,6,30,16,30
b'Centro Espresso Caffe',AU,Melbourne,4,6,30,16,30
b'Centro Espresso Caffe',AU,Melbourne,5,8,0,16,0
b'Centro Espresso Caffe',AU,Melbourne,6,8,0,16,0
b'Century Restaurant and Bar',US,Birmingham,0,11,0,23,0
b'Century Restaurant and Bar',US,Birmingham,1,11,0,23,0
b'Century Restaurant and Bar',US,Birmingham,2,11,0,23,0
b'Century Restaurant and Bar',US,Birmingham,3,11,0,23,0
b'Century Restaurant and Bar',US,Birmingham,4,11,0,0,0
b'Century Restaurant and Bar',US,Birmingham,5,11,0,0,0
b'Century Restaurant and Bar',US,Birmingham,6,11,0,23,0
b'Cereal Killer Cafe',GB,London,0,9,30,19,0
b'Cereal Killer Cafe',GB,London,1,9,30,19,0
b'Cereal Killer Cafe',GB,London,2,9,30,19,0
b'Cereal Killer Cafe',GB,London,3,9,30,19,0
b'Cereal Killer Cafe',GB,London,4,9,30,19,0
b'Cereal Killer Cafe',GB,London,5,9,30,19,0
b'Cereal Killer Cafe',GB,London,6,9,30,19,0
b'Cha Cha Cha',US,San Francisco,0,11,30,23,0
b'Cha Cha Cha',US,San Francisco,1,11,30,23,0
b'Cha Cha Cha',US,San Francisco,2,11,30,23,0
b'Cha Cha Cha',US,San Francisco,3,11,30,23,0
b'Cha Cha Cha',US,San Francisco,4,11,30,23,30
b'Cha Cha Cha',US,San Francisco,5,11,30,23,30
b'Cha Cha Cha',US,San Francisco,6,11,30,23,0
b'Cha Cha Cha Taqueria',US,Boston,0,11,0,19,0
b'Cha Cha Cha Taqueria',US,Boston,1,11,0,19,0
b'Cha Cha Cha Taqueria',US,Boston,2,11,0,19,0
b'Cha Cha Cha Taqueria',US,Boston,3,11,0,19,0
b'Cha Cha Cha Taqueria',US,Boston,4,11,0,19,0
b'Cha Cha Cha Taqueria',US,Boston,5,11,0,19,0
b'Cha Cha Sushi',US,San Jose,0,11,30,21,30
b'Cha Cha Sushi',US,San Jose,1,11,30,21,30
b'Cha Cha Sushi',US,San Jose,2,11,30,21,30
b'Cha Cha Sushi',US,San Jose,3,11,30,21,30
b'Cha Cha Sushi',US,San Jose,4,11,30,22,0
b'Cha Cha Sushi',US,San Jose,5,11,30,22,0
b'Cha Cha Sushi',US,San Jose,6,13,0,21,30
b'Chacarero',US,Boston,0,11,0,18,0
b'Chacarero',US,Boston,1,11,0,18,0
b'Chacarero',US,Boston,2,11,0,18,0
b'Chacarero',US,Boston,3,11,0,18,0
b'Chacarero',US,Boston,4,11,0,18,0
b'Chairman & Yip',AU,Barton,1,12,0,14,30
b'Chairman & Yip',AU,Barton,1,18,0,23,0
b'Chairman & Yip',AU,Barton,2,12,0,14,30
b'Chairman & Yip',AU,Barton,2,18,0,23,0
b'Chairman & Yip',AU,Barton,3,12,0,14,30
b'Chairman & Yip',AU,Barton,3,18,0,23,0
b'Chairman & Yip',AU,Barton,4,12,0,14,30
b'Chairman & Yip',AU,Barton,4,18,0,23,0
b'Chairman & Yip',AU,Barton,5,18,0,23,0
"b""Chaka's Mexican Restaurant""",US,Denver,0,9,0,21,0
"b""Chaka's Mexican Restaurant""",US,Denver,1,9,0,21,0
"b""Chaka's Mexican Restaurant""",US,Denver,2,9,0,21,0
"b""Chaka's Mexican Restaurant""",US,Denver,3,9,0,21,0
"b""Chaka's Mexican Restaurant""",US,Denver,4,9,0,22,0
"b""Chaka's Mexican Restaurant""",US,Denver,5,8,0,22,0
"b""Chaka's Mexican Restaurant""",US,Denver,6,8,0,21,0
b'Chaki Chaki Japanese Restaurant & Bar',AU,Canberra,1,11,30,22,30
b'Chaki Chaki Japanese Restaurant & Bar',AU,Canberra,2,11,30,22,30
b'Chaki Chaki Japanese Restaurant & Bar',AU,Canberra,3,11,30,22,30
b'Chaki Chaki Japanese Restaurant & Bar',AU,Canberra,4,11,30,22,30
b'Chaki Chaki Japanese Restaurant & Bar',AU,Canberra,5,11,30,22,30
b'Chaki Chaki Japanese Restaurant & Bar',AU,Canberra,6,11,30,22,30
b'Champ Burger',US,Houston,0,7,0,16,30
b'Champ Burger',US,Houston,1,7,0,16,30
b'Champ Burger',US,Houston,2,7,0,16,30
b'Champ Burger',US,Houston,3,7,0,16,30
b'Champ Burger',US,Houston,4,7,0,16,30
b'Champa Garden',US,San Francisco,0,11,0,15,0
b'Champa Garden',US,San Francisco,0,17,0,21,0
b'Champa Garden',US,San Francisco,1,11,0,15,0
b'Champa Garden',US,San Francisco,1,17,0,21,0
b'Champa Garden',US,San Francisco,2,11,0,15,0
b'Champa Garden',US,San Francisco,2,17,0,21,0
b'Champa Garden',US,San Francisco,3,11,0,15,0
b'Champa Garden',US,San Francisco,3,17,0,21,0
b'Champa Garden',US,San Francisco,4,11,0,15,0
b'Champa Garden',US,San Francisco,4,17,0,21,0
b'Champa Garden',US,San Francisco,5,11,0,15,0
b'Champa Garden',US,San Francisco,5,17,0,21,0
b'Champa Garden',US,San Francisco,6,11,0,15,0
b'Champa Garden',US,San Francisco,6,17,0,21,0
b'Chan Seattle',US,Seattle,1,17,0,22,0
b'Chan Seattle',US,Seattle,2,17,0,22,0
b'Chan Seattle',US,Seattle,3,17,0,22,0
b'Chan Seattle',US,Seattle,4,17,0,22,0
b'Chan Seattle',US,Seattle,5,17,0,22,0
b'Chang Noi Thai',US,Staten Island,0,11,30,21,30
b'Chang Noi Thai',US,Staten Island,1,11,30,21,30
b'Chang Noi Thai',US,Staten Island,2,11,30,21,30
b'Chang Noi Thai',US,Staten Island,3,11,30,21,30
b'Chang Noi Thai',US,Staten Island,4,11,30,21,30
b'Chang Noi Thai',US,Staten Island,5,11,30,21,30
b'Chang Noi Thai',US,Staten Island,6,11,30,21,30
b'ChangGo',AU,Melbourne,0,5,30,1,0
b'ChangGo',AU,Melbourne,1,5,30,1,0
b'ChangGo',AU,Melbourne,2,5,30,1,0
b'ChangGo',AU,Melbourne,3,5,30,1,0
b'ChangGo',AU,Melbourne,4,5,30,1,0
b'ChangGo',AU,Melbourne,5,5,30,1,0
b'ChangGo',AU,Melbourne,6,5,30,1,0
b'Chanoma Cafe',AU,Sydney,0,11,0,22,0
b'Chanoma Cafe',AU,Sydney,1,11,0,22,0
b'Chanoma Cafe',AU,Sydney,2,11,0,22,0
b'Chanoma Cafe',AU,Sydney,3,11,0,22,0
b'Chanoma Cafe',AU,Sydney,4,11,0,22,0
b'Chanoma Cafe',AU,Sydney,5,11,0,22,0
b'Chanoma Cafe',AU,Sydney,6,11,0,22,0
b'Chao Chi',US,San Jose,0,10,30,20,0
b'Chao Chi',US,San Jose,1,10,30,20,0
b'Chao Chi',US,San Jose,2,10,30,20,0
b'Chao Chi',US,San Jose,3,10,30,20,0
b'Chao Chi',US,San Jose,4,10,30,20,0
b'Chao Chi',US,San Jose,5,10,30,20,0
b'Chao Ku',US,Washington,0,11,0,22,0
b'Chao Ku',US,Washington,1,11,0,22,0
b'Chao Ku',US,Washington,2,11,0,22,0
b'Chao Ku',US,Washington,3,11,0,22,0
b'Chao Ku',US,Washington,4,11,0,22,30
b'Chao Ku',US,Washington,5,11,0,22,30
b'Chao Ku',US,Washington,6,11,0,22,0
b'Chao Thai Restaurant',US,Las Vegas,0,10,30,21,0
b'Chao Thai Restaurant',US,Las Vegas,1,10,30,21,0
b'Chao Thai Restaurant',US,Las Vegas,2,10,30,21,0
b'Chao Thai Restaurant',US,Las Vegas,3,10,30,21,0
b'Chao Thai Restaurant',US,Las Vegas,4,10,30,21,0
b'Chao Thai Restaurant',US,Las Vegas,6,10,30,21,0
b'Chaophraya',GB,Liverpool,0,12,0,22,0
b'Chaophraya',GB,Liverpool,1,12,0,22,0
b'Chaophraya',GB,Liverpool,2,12,0,22,0
b'Chaophraya',GB,Liverpool,3,12,0,22,0
b'Chaophraya',GB,Liverpool,4,12,0,22,0
b'Chaophraya',GB,Liverpool,5,12,0,22,0
b'Chaophraya',GB,Liverpool,6,12,0,22,0
"b""Chaplin's""",US,Washington,0,16,0,1,30
"b""Chaplin's""",US,Washington,1,16,0,1,30
"b""Chaplin's""",US,Washington,2,16,0,1,30
"b""Chaplin's""",US,Washington,3,16,0,1,30
"b""Chaplin's""",US,Washington,4,15,0,2,30
"b""Chaplin's""",US,Washington,5,12,0,2,30
"b""Chaplin's""",US,Washington,6,12,0,1,30
b'Chapter Five Espresso',AU,Sydney,0,5,0,15,0
b'Chapter Five Espresso',AU,Sydney,1,5,0,15,0
b'Chapter Five Espresso',AU,Sydney,2,5,0,15,0
b'Chapter Five Espresso',AU,Sydney,3,5,0,15,0
b'Chapter Five Espresso',AU,Sydney,4,5,0,15,0
b'Chapter Five Espresso',AU,Sydney,5,6,0,13,0
b'Chapter Five Espresso',AU,Sydney,6,6,0,13,0
b'Charcoal Chicken Express',AU,Perth,0,10,30,21,0
b'Charcoal Chicken Express',AU,Perth,1,10,30,21,0
b'Charcoal Chicken Express',AU,Perth,2,10,30,21,0
b'Charcoal Chicken Express',AU,Perth,3,10,30,21,0
b'Charcoal Chicken Express',AU,Perth,4,10,30,21,0
b'Charcoal Chicken Express',AU,Perth,5,10,30,21,0
b'Charcoal Chicken Express',AU,Perth,6,10,30,21,0
b'Charcoal Restaurant',US,Denver,0,11,0,14,0
b'Charcoal Restaurant',US,Denver,0,16,0,21,0
b'Charcoal Restaurant',US,Denver,1,11,0,14,0
b'Charcoal Restaurant',US,Denver,1,16,0,21,0
b'Charcoal Restaurant',US,Denver,2,11,0,14,0
b'Charcoal Restaurant',US,Denver,2,16,0,21,0
b'Charcoal Restaurant',US,Denver,3,11,0,14,0
b'Charcoal Restaurant',US,Denver,3,16,0,21,0
b'Charcoal Restaurant',US,Denver,4,11,0,14,0
b'Charcoal Restaurant',US,Denver,4,16,0,22,0
b'Charcoal Restaurant',US,Denver,5,10,0,14,0
b'Charcoal Restaurant',US,Denver,5,16,0,22,0
b'Charcoal Restaurant',US,Denver,6,10,0,14,0
b'Charcoals',GB,Glasgow,0,12,0,23,0
b'Charcoals',GB,Glasgow,1,12,0,23,0
b'Charcoals',GB,Glasgow,2,12,0,23,0
b'Charcoals',GB,Glasgow,3,12,0,23,0
b'Charcoals',GB,Glasgow,4,12,0,23,0
b'Charcoals',GB,Glasgow,5,12,0,23,0
b'Charcoals',GB,Glasgow,6,12,0,23,0
b'Chargrill',NZ,Auckland,0,9,0,9,0
b'Chargrill',NZ,Auckland,1,9,0,9,0
b'Chargrill',NZ,Auckland,2,9,0,9,0
b'Chargrill',NZ,Auckland,3,9,0,9,0
b'Chargrill',NZ,Auckland,4,9,0,9,0
b'Chargrill',NZ,Auckland,5,9,0,9,0
b'Chargrill',NZ,Auckland,6,9,0,9,0
b'Charlatan',US,Chicago,1,17,0,23,0
b'Charlatan',US,Chicago,2,17,0,23,0
b'Charlatan',US,Chicago,3,17,0,23,0
b'Charlatan',US,Chicago,4,17,0,2,0
b'Charlatan',US,Chicago,5,17,0,2,0
b'Charlatan',US,Chicago,6,11,0,23,0
b'Charles Dickens Tavern Melbourne',AU,Melbourne,0,10,0,0,0
b'Charles Dickens Tavern Melbourne',AU,Melbourne,1,10,0,0,0
b'Charles Dickens Tavern Melbourne',AU,Melbourne,2,10,0,0,0
